id,name,brand,price_inr,rating,rating_count,gender,wear_type,category,category_label,slot,occasion,tags,description,description_source,image,image_url,site,product_url,collected_at,base_colour,season,usage
fpi_6338,Catwalk Summer Black Stilettos,Catwalk,2257,4.0,50.0,women,western,heels,Heels,footwear,casual,women;western;heels;casual;black;winter;casual,Catwalk Summer Black Stilettos. Black Heels for women. Category: Shoes/Heels. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/6338.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/6338.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=6338.jpg,2024-01-01T00:00:00+00:00,black,winter,casual
fpi_5911,ADIDAS Women's Daily Vulc White Shoe,ADIDAS,1959,4.0,50.0,women,western,casual-shoes,Casual Shoes,footwear,casual,women;western;casual-shoes;casual;white;summer;casual,ADIDAS Women's Daily Vulc White Shoe. White Casual Shoes for women. Category: Shoes/Casual Shoes. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/5911.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/5911.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=5911.jpg,2024-01-01T00:00:00+00:00,white,summer,casual
fpi_46411,ADIDAS Men Black Sweatshirt,ADIDAS,802,4.0,50.0,men,western,sweatshirts,Sweatshirts,topwear,casual,men;western;sweatshirts;casual;black;summer;casual,ADIDAS Men Black Sweatshirt. Black Sweatshirts for men. Category: Topwear/Sweatshirts. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/46411.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/46411.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=46411.jpg,2024-01-01T00:00:00+00:00,black,summer,casual
fpi_2996,DUSG Men's Freedom Organic Cotton Red T-shirt,DUSG,972,4.0,50.0,men,western,tshirts,Tshirts,topwear,casual,men;western;tshirts;casual;red;fall;casual,DUSG Men's Freedom Organic Cotton Red T-shirt. Red Tshirts for men. Category: Topwear/Tshirts. Intended usage: Casual. Season: Fall.,fashion-product-images,images/fpi/2996.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/2996.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=2996.jpg,2024-01-01T00:00:00+00:00,red,fall,casual
fpi_30715,Fabindia Boys Blue & Green Angarakha Dhoti Set,Fabindia,1117,4.0,50.0,men,ethnic,kurta-sets,Kurta Sets,topwear,festive,men;ethnic;kurta-sets;festive;blue;summer;ethnic,Fabindia Boys Blue & Green Angarakha Dhoti Set. Blue Kurta Sets for men. Category: Apparel Set/Kurta Sets. Intended usage: Ethnic. Season: Summer.,fashion-product-images,images/fpi/30715.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/30715.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=30715.jpg,2024-01-01T00:00:00+00:00,blue,summer,ethnic
fpi_21180,ADIDAS Men Adi Cells Black Flip Flops,ADIDAS,2128,4.0,50.0,men,western,flip-flops,Flip Flops,footwear,casual,men;western;flip-flops;casual;black;summer;casual,ADIDAS Men Adi Cells Black Flip Flops. Black Flip Flops for men. Category: Flip Flops/Flip Flops. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/21180.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/21180.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=21180.jpg,2024-01-01T00:00:00+00:00,black,summer,casual
fpi_34006,Gini and Jony Girls Purple Top,Gini,832,4.0,50.0,women,western,tops,Tops,topwear,casual,women;western;tops;casual;purple;summer;casual,Gini and Jony Girls Purple Top. Purple Tops for women. Category: Topwear/Tops. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/34006.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/34006.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=34006.jpg,2024-01-01T00:00:00+00:00,purple,summer,casual
fpi_57995,Latin Quarters Women & White Black Dress,Latin,2371,4.0,50.0,women,western,dresses,Dresses,one_piece,casual,women;western;dresses;casual;black;fall;casual,Latin Quarters Women & White Black Dress. Black Dresses for women. Category: Dress/Dresses. Intended usage: Casual. Season: Fall.,fashion-product-images,images/fpi/57995.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/57995.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=57995.jpg,2024-01-01T00:00:00+00:00,black,fall,casual
fpi_16812,Locomotive Men Check Blue Shirt,Locomotive,922,4.0,50.0,men,western,shirts,Shirts,topwear,casual,men;western;shirts;casual;blue;fall;casual,Locomotive Men Check Blue Shirt. Blue Shirts for men. Category: Topwear/Shirts. Intended usage: Casual. Season: Fall.,fashion-product-images,images/fpi/16812.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/16812.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=16812.jpg,2024-01-01T00:00:00+00:00,blue,fall,casual
fpi_2675,Inkfruit Men's Zeppelin Black T-shirt,Inkfruit,712,4.0,50.0,men,western,tshirts,Tshirts,topwear,casual,men;western;tshirts;casual;black;summer;casual,Inkfruit Men's Zeppelin Black T-shirt. Black Tshirts for men. Category: Topwear/Tshirts. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/2675.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/2675.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=2675.jpg,2024-01-01T00:00:00+00:00,black,summer,casual
fpi_37215,United Colors of Benetton Men Grey Shirt,United,1281,4.0,50.0,men,western,shirts,Shirts,topwear,casual,men;western;shirts;casual;grey;summer;casual,United Colors of Benetton Men Grey Shirt. Grey Shirts for men. Category: Topwear/Shirts. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/37215.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/37215.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=37215.jpg,2024-01-01T00:00:00+00:00,grey,summer,casual
fpi_26043,John Miller Men Grey Shirt,John,1553,4.0,50.0,men,western,shirts,Shirts,topwear,office,men;western;shirts;office;grey;summer;formal,John Miller Men Grey Shirt. Grey Shirts for men. Category: Topwear/Shirts. Intended usage: Formal. Season: Summer.,fashion-product-images,images/fpi/26043.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/26043.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=26043.jpg,2024-01-01T00:00:00+00:00,grey,summer,formal
fpi_14454,Enroute Women Casual Taupe Casual Heels,Enroute,2016,4.0,50.0,women,western,heels,Heels,footwear,casual,women;western;heels;casual;taupe;summer;casual,Enroute Women Casual Taupe Casual Heels. Taupe Heels for women. Category: Shoes/Heels. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/14454.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/14454.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=14454.jpg,2024-01-01T00:00:00+00:00,taupe,summer,casual
fpi_7219,Rockport Men's Mubleno Black Shoe,Rockport,2999,4.0,50.0,men,western,formal-shoes,Formal Shoes,footwear,office,men;western;formal-shoes;office;black;fall;formal,Rockport Men's Mubleno Black Shoe. Black Formal Shoes for men. Category: Shoes/Formal Shoes. Intended usage: Formal. Season: Fall.,fashion-product-images,images/fpi/7219.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/7219.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=7219.jpg,2024-01-01T00:00:00+00:00,black,fall,formal
fpi_21924,Biba Women Black Printed Churidar Kurta with Dupatta,Biba,835,4.0,50.0,women,ethnic,kurta-sets,Kurta Sets,topwear,festive,women;ethnic;kurta-sets;festive;black;fall;ethnic,Biba Women Black Printed Churidar Kurta with Dupatta. Black Kurta Sets for women. Category: Apparel Set/Kurta Sets. Intended usage: Ethnic. Season: Fall.,fashion-product-images,images/fpi/21924.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/21924.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=21924.jpg,2024-01-01T00:00:00+00:00,black,fall,ethnic
fpi_56876,HM Women Blue Heels,HM,2477,4.0,50.0,women,western,heels,Heels,footwear,casual,women;western;heels;casual;blue;winter;casual,HM Women Blue Heels. Blue Heels for women. Category: Shoes/Heels. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/56876.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/56876.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=56876.jpg,2024-01-01T00:00:00+00:00,blue,winter,casual
fpi_4973,Gini and Jony Boy's Kangaroo Yellow Kidswear,Gini,780,4.0,50.0,men,western,shirts,Shirts,topwear,casual,men;western;shirts;casual;yellow;summer;casual,Gini and Jony Boy's Kangaroo Yellow Kidswear. Yellow Shirts for men. Category: Topwear/Shirts. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/4973.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/4973.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=4973.jpg,2024-01-01T00:00:00+00:00,yellow,summer,casual
fpi_20892,Basics Men Black Casual Shoes,Basics,2108,4.0,50.0,men,western,casual-shoes,Casual Shoes,footwear,casual,men;western;casual-shoes;casual;black;fall;casual,Basics Men Black Casual Shoes. Black Casual Shoes for men. Category: Shoes/Casual Shoes. Intended usage: Casual. Season: Fall.,fashion-product-images,images/fpi/20892.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/20892.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=20892.jpg,2024-01-01T00:00:00+00:00,black,fall,casual
fpi_49584,Catwalk Women Black Heels,Catwalk,1814,4.0,50.0,women,western,heels,Heels,footwear,casual,women;western;heels;casual;black;winter;casual,Catwalk Women Black Heels. Black Heels for women. Category: Shoes/Heels. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/49584.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/49584.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=49584.jpg,2024-01-01T00:00:00+00:00,black,winter,casual
fpi_10256,Locomotive Men Stripes Green Shirts,Locomotive,1252,4.0,50.0,men,western,shirts,Shirts,topwear,casual,men;western;shirts;casual;green;fall;casual,Locomotive Men Stripes Green Shirts. Green Shirts for men. Category: Topwear/Shirts. Intended usage: Casual. Season: Fall.,fashion-product-images,images/fpi/10256.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/10256.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=10256.jpg,2024-01-01T00:00:00+00:00,green,fall,casual
fpi_24054,Locomotive Men Printed Blue T-shirt,Locomotive,1097,4.0,50.0,men,western,tshirts,Tshirts,topwear,casual,men;western;tshirts;casual;blue;fall;casual,Locomotive Men Printed Blue T-shirt. Blue Tshirts for men. Category: Topwear/Tshirts. Intended usage: Casual. Season: Fall.,fashion-product-images,images/fpi/24054.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/24054.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=24054.jpg,2024-01-01T00:00:00+00:00,blue,fall,casual
fpi_31144,Gini and Jony Boys Printed Pink T-shirt,Gini,781,4.0,50.0,men,western,tshirts,Tshirts,topwear,casual,men;western;tshirts;casual;pink;summer;casual,Gini and Jony Boys Printed Pink T-shirt. Pink Tshirts for men. Category: Topwear/Tshirts. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/31144.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/31144.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=31144.jpg,2024-01-01T00:00:00+00:00,pink,summer,casual
fpi_17507,Classic Polo Men Stripes Black Polo T-Shirt,Classic,1057,4.0,50.0,men,western,tshirts,Tshirts,topwear,casual,men;western;tshirts;casual;black;fall;casual,Classic Polo Men Stripes Black Polo T-Shirt. Black Tshirts for men. Category: Topwear/Tshirts. Intended usage: Casual. Season: Fall.,fashion-product-images,images/fpi/17507.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/17507.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=17507.jpg,2024-01-01T00:00:00+00:00,black,fall,casual
fpi_22020,Vishudh Women Printed Green Kurta,Vishudh,1010,4.0,50.0,women,ethnic,kurtas,Kurtas,topwear,festive,women;ethnic;kurtas;festive;green;fall;ethnic,Vishudh Women Printed Green Kurta. Green Kurtas for women. Category: Topwear/Kurtas. Intended usage: Ethnic. Season: Fall.,fashion-product-images,images/fpi/22020.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/22020.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=22020.jpg,2024-01-01T00:00:00+00:00,green,fall,ethnic
fpi_51452,Tonga Women White & Pink Top,Tonga,809,4.0,50.0,women,western,tops,Tops,topwear,casual,women;western;tops;casual;white;summer;casual,Tonga Women White & Pink Top. White Tops for women. Category: Topwear/Tops. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/51452.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/51452.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=51452.jpg,2024-01-01T00:00:00+00:00,white,summer,casual
fpi_12870,Lee Cooper MenCasual Black Shoes,Lee,2193,4.0,50.0,men,western,casual-shoes,Casual Shoes,footwear,casual,men;western;casual-shoes;casual;black;spring;casual,Lee Cooper MenCasual Black Shoes. Black Casual Shoes for men. Category: Shoes/Casual Shoes. Intended usage: Casual. Season: Spring.,fashion-product-images,images/fpi/12870.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/12870.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=12870.jpg,2024-01-01T00:00:00+00:00,black,spring,casual
fpi_37625,Madagascar3 Boys White Printed T-Shirt,Madagascar3,766,4.0,50.0,men,western,tshirts,Tshirts,topwear,casual,men;western;tshirts;casual;white;summer;casual,Madagascar3 Boys White Printed T-Shirt. White Tshirts for men. Category: Topwear/Tshirts. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/37625.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/37625.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=37625.jpg,2024-01-01T00:00:00+00:00,white,summer,casual
fpi_13879,Scullers Men Check Red Shirts,Scullers,867,4.0,50.0,men,western,shirts,Shirts,topwear,casual,men;western;shirts;casual;red;fall;casual,Scullers Men Check Red Shirts. Red Shirts for men. Category: Topwear/Shirts. Intended usage: Casual. Season: Fall.,fashion-product-images,images/fpi/13879.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/13879.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=13879.jpg,2024-01-01T00:00:00+00:00,red,fall,casual
fpi_17537,Mark Taylor Men Yellow & Blue Striped Shirt,Mark,1361,4.0,50.0,men,western,shirts,Shirts,topwear,office,men;western;shirts;office;yellow;fall;formal,Mark Taylor Men Yellow & Blue Striped Shirt. Yellow Shirts for men. Category: Topwear/Shirts. Intended usage: Formal. Season: Fall.,fashion-product-images,images/fpi/17537.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/17537.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=17537.jpg,2024-01-01T00:00:00+00:00,yellow,fall,formal
fpi_30866,Fabindia Women Red Kurta,Fabindia,715,4.0,50.0,women,ethnic,kurtas,Kurtas,topwear,festive,women;ethnic;kurtas;festive;red;summer;ethnic,Fabindia Women Red Kurta. Red Kurtas for women. Category: Topwear/Kurtas. Intended usage: Ethnic. Season: Summer.,fashion-product-images,images/fpi/30866.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/30866.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=30866.jpg,2024-01-01T00:00:00+00:00,red,summer,ethnic
fpi_29606,Indigo Nation Men Red Printed T-shirt,Indigo,1070,4.0,50.0,men,western,tshirts,Tshirts,topwear,casual,men;western;tshirts;casual;red;summer;casual,Indigo Nation Men Red Printed T-shirt. Red Tshirts for men. Category: Topwear/Tshirts. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/29606.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/29606.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=29606.jpg,2024-01-01T00:00:00+00:00,red,summer,casual
fpi_17190,U.S. Polo Assn. Men Checks Navy Blue Shirt,U.S.,1045,4.0,50.0,men,western,shirts,Shirts,topwear,casual,men;western;shirts;casual;navy blue;winter;casual,U.S. Polo Assn. Men Checks Navy Blue Shirt. Navy Blue Shirts for men. Category: Topwear/Shirts. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/17190.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/17190.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=17190.jpg,2024-01-01T00:00:00+00:00,navy blue,winter,casual
fpi_5296,Puma Men Black Floater,Puma,2362,4.0,50.0,men,western,sandals,Sandals,footwear,casual,men;western;sandals;casual;black;summer;casual,Puma Men Black Floater. Black Sandals for men. Category: Sandal/Sandals. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/5296.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/5296.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=5296.jpg,2024-01-01T00:00:00+00:00,black,summer,casual
fpi_41667,Catwalk Women Black Heels,Catwalk,1938,4.0,50.0,women,western,heels,Heels,footwear,casual,women;western;heels;casual;black;spring;casual,Catwalk Women Black Heels. Black Heels for women. Category: Shoes/Heels. Intended usage: Casual. Season: Spring.,fashion-product-images,images/fpi/41667.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/41667.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=41667.jpg,2024-01-01T00:00:00+00:00,black,spring,casual
fpi_57106,Elle Women White Top,Elle,731,4.0,50.0,women,western,tops,Tops,topwear,casual,women;western;tops;casual;white;summer;casual,Elle Women White Top. White Tops for women. Category: Topwear/Tops. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/57106.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/57106.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=57106.jpg,2024-01-01T00:00:00+00:00,white,summer,casual
fpi_55632,Catwalk Women Black Flats,Catwalk,2024,4.0,50.0,women,western,heels,Heels,footwear,casual,women;western;heels;casual;black;winter;casual,Catwalk Women Black Flats. Black Heels for women. Category: Shoes/Heels. Intended usage: Casual. Season: Winter.,fashion-product-images,images/fpi/55632.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/55632.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=55632.jpg,2024-01-01T00:00:00+00:00,black,winter,casual
fpi_3681,Inkfruit Men's Double Trouble Brown T-shirt,Inkfruit,1172,4.0,50.0,men,western,tshirts,Tshirts,topwear,casual,men;western;tshirts;casual;brown;summer;casual,Inkfruit Men's Double Trouble Brown T-shirt. Brown Tshirts for men. Category: Topwear/Tshirts. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/3681.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/3681.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=3681.jpg,2024-01-01T00:00:00+00:00,brown,summer,casual
fpi_50725,Red Chief Men Black Formal Shoes,Red,3124,4.0,50.0,men,western,formal-shoes,Formal Shoes,footwear,office,men;western;formal-shoes;office;black;winter;formal,Red Chief Men Black Formal Shoes. Black Formal Shoes for men. Category: Shoes/Formal Shoes. Intended usage: Formal. Season: Winter.,fashion-product-images,images/fpi/50725.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/50725.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=50725.jpg,2024-01-01T00:00:00+00:00,black,winter,formal
fpi_26284,Proline Men Yellow T-shirt with Printed Detail,Proline,774,4.0,50.0,men,western,tshirts,Tshirts,topwear,casual,men;western;tshirts;casual;yellow;summer;casual,Proline Men Yellow T-shirt with Printed Detail. Yellow Tshirts for men. Category: Topwear/Tshirts. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/26284.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/26284.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=26284.jpg,2024-01-01T00:00:00+00:00,yellow,summer,casual
fpi_31090,Gini and Jony Boys Black Shirt,Gini,911,4.0,50.0,men,western,shirts,Shirts,topwear,casual,men;western;shirts;casual;black;summer;casual,Gini and Jony Boys Black Shirt. Black Shirts for men. Category: Topwear/Shirts. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/31090.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/31090.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=31090.jpg,2024-01-01T00:00:00+00:00,black,summer,casual
fpi_14783,Arrow Men Check Purple Shirts,Arrow,1325,4.0,50.0,men,western,shirts,Shirts,topwear,office,men;western;shirts;office;purple;fall;formal,Arrow Men Check Purple Shirts. Purple Shirts for men. Category: Topwear/Shirts. Intended usage: Formal. Season: Fall.,fashion-product-images,images/fpi/14783.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/14783.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=14783.jpg,2024-01-01T00:00:00+00:00,purple,fall,formal
fpi_14294,Classic Polo Men Stripes Black Tshirts,Classic,926,4.0,50.0,men,western,tshirts,Tshirts,topwear,casual,men;western;tshirts;casual;black;fall;casual,Classic Polo Men Stripes Black Tshirts. Black Tshirts for men. Category: Topwear/Tshirts. Intended usage: Casual. Season: Fall.,fashion-product-images,images/fpi/14294.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/14294.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=14294.jpg,2024-01-01T00:00:00+00:00,black,fall,casual
fpi_34528,Red Tape Men Black Sandals,Red,2184,4.0,50.0,men,western,sandals,Sandals,footwear,casual,men;western;sandals;casual;black;summer;casual,Red Tape Men Black Sandals. Black Sandals for men. Category: Sandal/Sandals. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/34528.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/34528.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=34528.jpg,2024-01-01T00:00:00+00:00,black,summer,casual
fpi_7888,Proline Men Pack of 3 T-shirts,Proline,1172,4.0,50.0,men,western,tshirts,Tshirts,topwear,casual,men;western;tshirts;casual;grey;fall;casual,Proline Men Pack of 3 T-shirts. Grey Tshirts for men. Category: Topwear/Tshirts. Intended usage: Casual. Season: Fall.,fashion-product-images,images/fpi/7888.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/7888.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=7888.jpg,2024-01-01T00:00:00+00:00,grey,fall,casual
fpi_11408,United Colors of Benetton Men Light Winter Black Sweatshirts,United,1098,4.0,50.0,men,western,sweatshirts,Sweatshirts,topwear,casual,men;western;sweatshirts;casual;black;fall;casual,United Colors of Benetton Men Light Winter Black Sweatshirts. Black Sweatshirts for men. Category: Topwear/Sweatshirts. Intended usage: Casual. Season: Fall.,fashion-product-images,images/fpi/11408.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/11408.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=11408.jpg,2024-01-01T00:00:00+00:00,black,fall,casual
fpi_35491,Bata Men Mocassino Brown Formal Shoes,Bata,3052,4.0,50.0,men,western,formal-shoes,Formal Shoes,footwear,office,men;western;formal-shoes;office;brown;summer;formal,Bata Men Mocassino Brown Formal Shoes. Brown Formal Shoes for men. Category: Shoes/Formal Shoes. Intended usage: Formal. Season: Summer.,fashion-product-images,images/fpi/35491.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/35491.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=35491.jpg,2024-01-01T00:00:00+00:00,brown,summer,formal
fpi_30784,Fabindia Men Striped White Kurta,Fabindia,699,4.0,50.0,men,ethnic,kurtas,Kurtas,topwear,festive,men;ethnic;kurtas;festive;white;summer;ethnic,Fabindia Men Striped White Kurta. White Kurtas for men. Category: Topwear/Kurtas. Intended usage: Ethnic. Season: Summer.,fashion-product-images,images/fpi/30784.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/30784.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=30784.jpg,2024-01-01T00:00:00+00:00,white,summer,ethnic
fpi_24924,United Colors of Benetton Women Blue Top,United,1158,4.0,50.0,women,western,tops,Tops,topwear,casual,women;western;tops;casual;blue;summer;casual,United Colors of Benetton Women Blue Top. Blue Tops for women. Category: Topwear/Tops. Intended usage: Casual. Season: Summer.,fashion-product-images,images/fpi/24924.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/24924.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=24924.jpg,2024-01-01T00:00:00+00:00,blue,summer,casual
fpi_11098,Scullers Women Solid Purple Leggings,Scullers,1712,4.0,50.0,women,ethnic,leggings,Leggings,bottomwear,festive,women;ethnic;leggings;festive;purple;fall;ethnic,Scullers Women Solid Purple Leggings. Purple Leggings for women. Category: Bottomwear/Leggings. Intended usage: Ethnic. Season: Fall.,fashion-product-images,images/fpi/11098.jpg,https://storage.googleapis.com/kagglesdsdata/datasets/13996/18817/images/11098.jpg,fashion-product-images,https://www.kaggle.com/datasets/paramaggarwal/fashion-product-images-small?select=11098.jpg,2024-01-01T00:00:00+00:00,purple,fall,ethnic
